"","unid","opt_score"
"49568",29308,3
"49569",2114,NA
"49570",10922,NA
"49571",32902,NA
"49572",85540,11
"49573",85540,7
"49574",58700,NA
"49575",11097,NA
"49576",11097,NA
"49577",89756,9
"49578",2589,NA
"49579",74432,NA
"49580",47735,NA
"49581",32342,NA
"49582",32989,NA
"49583",98705,NA
"49584",68917,NA
"49585",68917,NA
"49586",63601,5
"49587",29956,5
"49588",29956,NA
"49589",94361,4
"49590",94361,NA
"49591",70765,NA
"49592",70765,NA
"49593",70765,NA
"49594",70765,NA
"49595",95070,5
"49596",9936,NA
"49597",100357,6
"49598",40849,NA
"49599",84557,1
"49600",100206,1
"49601",10218,4
"49602",10218,5
"49603",10218,8
"49604",10218,9
"49605",10218,NA
"49606",25008,NA
"49607",25008,NA
"49608",56758,5
"49609",56758,5
"49610",56758,6
"49611",56758,5
"49612",45133,4
"49613",98275,NA
"49614",32267,NA
"49615",80246,6
"49616",80246,10
"49617",80246,7
"49618",80246,NA
"49619",80246,NA
"49620",4100,2
"49621",11019,NA
"49622",77159,NA
"49623",77159,NA
"49624",99197,NA
"49625",33902,NA
"49626",33902,NA
"49627",23622,NA
"49628",9720,4
"49629",6463,NA
"49630",50943,NA
"49631",50943,NA
"49632",50943,NA
"49633",99959,3
"49634",100775,NA
"49635",100775,NA
"49636",92041,11
"49637",92041,NA
"49638",5648,NA
"49639",11518,2
"49640",50825,NA
"49641",2660,2
"49642",2660,4
"49643",11810,NA
"49644",5303,NA
"49645",27045,NA
"49646",48604,NA
"49647",48604,NA
"49648",78818,NA
"49649",55386,NA
"49650",55386,NA
"49651",55386,NA
"49652",87170,4
"49653",35229,4
"49654",35229,NA
"49655",18973,4
"49656",24470,11
"49657",24470,NA
"49658",13860,5
"49659",52985,NA
"49660",52985,NA
"49661",33520,13
"49662",21530,1
"49663",92503,3
"49664",92503,2
"49665",92503,NA
"49666",87807,NA
"49667",23658,NA
"49668",21798,NA
"49669",21798,NA
"49670",46020,12
"49671",46020,15
"49672",87856,7
"49673",25036,5
"49674",25036,8
"49675",25036,8
"49676",96736,8
"49677",96736,7
"49678",31518,11
"49679",81417,10
"49680",57529,2
"49681",57529,5
"49682",91935,10
"49683",91935,8
"49684",88665,NA
"49685",15322,9
"49686",41568,2
"49687",75791,NA
"49688",63041,NA
"49689",81042,NA
"49690",81042,NA
"49691",98151,NA
"49692",91388,9
"49693",91388,NA
"49694",64161,8
"49695",9409,NA
"49696",9409,NA
"49697",72051,2
"49698",9599,4
"49699",9599,7
"49700",6266,6
"49701",62337,5
"49702",62337,NA
"49703",39801,6
"49704",39801,4
"49705",45752,2
"49706",23309,2
"49707",36469,9
"49708",36469,NA
"49709",36469,NA
"49710",101321,7
"49711",1852,NA
"49712",1852,NA
"49713",1852,NA
"49714",1852,NA
"49715",44561,NA
"49716",86947,12
"49717",90539,5
"49718",90539,NA
"49719",31332,-4
"49720",76988,NA
"49721",66741,7
"49722",66741,NA
"49723",46770,NA
"49724",87770,7
"49725",45375,6
"49726",17315,3
"49727",10337,-3
"49728",10337,-5
"49729",10337,-9
"49730",31570,5
"49731",85214,9
"49732",85214,NA
"49733",63424,3
"49734",39900,NA
"49735",39900,NA
"49736",69488,NA
"49737",82313,6
"49738",31958,4
"49739",83696,NA
"49740",60123,5
"49741",60123,7
"49742",60123,4
"49743",57392,8
"49744",57392,4
"49745",57392,6
"49746",57392,8
"49747",57392,NA
"49748",60645,3
"49749",60645,5
"49750",60645,5
"49751",60645,3
"49752",60645,5
"49753",68425,6
"49754",86712,8
"49755",1021,9
"49756",26921,NA
"49757",70167,5
"49758",70167,NA
"49759",54054,3
"49760",45743,NA
"49761",52452,6
"49762",52452,6
"49763",52452,5
"49764",13867,NA
"49765",54411,7
"49766",54411,10
"49767",45491,8
"49768",45491,8
"49769",45491,5
"49770",41382,NA
"49771",88798,NA
"49772",83663,NA
"49773",83663,NA
"49774",91189,NA
"49775",88888,5
"49776",88888,8
"49777",88888,3
"49778",6502,8
"49779",6502,NA
"49780",101253,3
"49781",101253,3
"49782",101253,4
"49783",101253,NA
"49784",64002,11
"49785",64002,10
"49786",64002,8
"49787",64002,9
"49788",7460,2
"49789",7460,2
"49790",77876,NA
"49791",76638,4
"49792",76638,4
"49793",92059,3
"49794",92059,4
"49795",92059,6
"49796",48629,4
"49797",48629,2
"49798",48629,2
"49799",48629,5
"49800",67385,6
"49801",67385,4
"49802",67385,6
"49803",54716,NA
"49804",54716,NA
"49805",54716,NA
"49806",54716,NA
"49807",54716,NA
"49808",9447,6
"49809",74733,NA
"49810",75468,NA
"49811",50384,NA
"49812",32704,NA
"49813",30417,7
"49814",30417,6
"49815",11211,-1
"49816",11211,-2
"49817",87549,8
"49818",87549,3
"49819",77216,NA
"49820",97558,7
"49821",80356,3
"49822",80356,NA
"49823",80356,NA
"49824",14000,NA
"49825",14000,NA
"49826",99158,2
"49827",7370,7
"49828",7370,2
"49829",7370,3
"49830",42195,1
"49831",22825,NA
"49832",5608,1
"49833",91412,10
"49834",20021,10
"49835",20021,NA
"49836",20021,12
"49837",99808,2
"49838",58660,NA
"49839",66064,1
"49840",46562,3
"49841",46562,NA
"49842",41214,NA
"49843",7521,6
"49844",46327,5
"49845",64946,NA
"49846",84781,NA
"49847",26101,NA
"49848",45991,5
"49849",45991,2
"49850",45991,4
"49851",45991,2
"49852",10869,NA
"49853",10869,NA
"49854",97151,7
"49855",40517,5
"49856",40517,NA
"49857",97192,NA
"49858",25997,-1
"49859",87646,12
"49860",91301,NA
"49861",92297,2
"49862",92297,1
"49863",7412,10
"49864",10263,NA
"49865",70126,NA
"49866",20389,4
"49867",20389,0
"49868",57584,6
"49869",50270,7
"49870",50270,8
"49871",59570,NA
"49872",59570,NA
"49873",80409,NA
"49874",5093,NA
"49875",5093,NA
"49876",61063,5
"49877",77152,NA
"49878",48812,NA
"49879",39590,NA
"49880",59708,NA
"49881",8221,NA
"49882",8221,NA
"49883",8221,NA
"49884",62960,NA
"49885",52637,8
"49886",52637,11
"49887",59659,2
"49888",96409,5
"49889",86887,NA
"49890",55717,-6
"49891",67266,NA
"49892",88401,NA
"49893",73881,NA
"49894",2846,4
"49895",2846,7
"49896",2846,NA
"49897",92095,NA
"49898",23832,1
"49899",32179,6
"49900",82162,NA
"49901",82162,NA
"49902",98876,2
"49903",98876,5
"49904",98876,7
"49905",98876,5
"49906",98876,4
"49907",98876,NA
"49908",82110,NA
"49909",82110,NA
"49910",6560,NA
"49911",97623,NA
"49912",97623,NA
"49913",95807,NA
"49914",95807,NA
"49915",95807,NA
"49916",16864,NA
"49917",17990,4
"49918",17990,3
"49919",66407,NA
"49920",1363,NA
"49921",1363,NA
"49922",1363,NA
"49923",83847,11
"49924",70284,NA
"49925",43555,5
"49926",27878,5
"49927",41412,6
"49928",37190,NA
"49929",75656,9
"49930",69841,NA
"49931",100128,NA
"49932",49675,NA
"49933",49675,NA
"49934",54312,0
"49935",77585,NA
"49936",81023,NA
"49937",9941,NA
"49938",79695,NA
"49939",9980,NA
"49940",9980,NA
"49941",37122,NA
"49942",4626,8
"49943",4626,4
"49944",8903,3
"49945",70954,4
"49946",70954,3
"49947",70954,NA
"49948",36579,8
"49949",69105,9
"49950",69105,6
"49951",28173,NA
"49952",84000,NA
"49953",84000,NA
"49954",34437,NA
"49955",78015,4
"49956",78015,4
"49957",33047,10
"49958",33047,11
"49959",94906,7
"49960",94906,8
"49961",94906,NA
"49962",9424,NA
"49963",64871,NA
"49964",64871,NA
"49965",64871,NA
"49966",64871,NA
"49967",64871,NA
"49968",43193,2
"49969",43193,2
"49970",69977,NA
"49971",69977,NA
"49972",97400,3
"49973",97199,1
"49974",30325,4
"49975",32762,6
"49976",32762,8
"49977",38763,NA
"49978",38763,NA
"49979",90649,NA
"49980",40789,3
"49981",37625,NA
"49982",41675,NA
"49983",17150,9
"49984",17150,6
"49985",40813,7
"49986",40813,NA
"49987",61899,NA
"49988",29926,NA
"49989",91377,2
"49990",91377,NA
"49991",93134,NA
"49992",93134,NA
"49993",40413,2
"49994",7746,4
"49995",59922,NA
"49996",43704,NA
"49997",56113,6
"49998",69222,6
"49999",69222,6
"50000",69222,NA
"50001",86457,8
"50002",71978,NA
"50003",71978,NA
"50004",27431,8
"50005",88972,2
"50006",70239,NA
"50007",70239,NA
"50008",59575,1
"50009",8318,7
"50010",8318,4
"50011",8318,7
"50012",9679,6
"50013",9679,7
"50014",9679,6
"50015",9679,NA
"50016",13327,5
"50017",13327,NA
"50018",71314,12
"50019",71314,12
"50020",24324,NA
"50021",39499,4
"50022",39499,NA
"50023",90557,7
"50024",65649,10
"50025",65649,12
"50026",17545,NA
"50027",17545,NA
"50028",41486,1
"50029",41486,NA
"50030",29694,5
"50031",25665,5
"50032",19784,3
"50033",46710,8
"50034",20057,5
"50035",20057,NA
"50036",20788,9
"50037",83515,2
"50038",11706,2
"50039",61201,3
"50040",46725,3
"50041",65061,0
"50042",82955,7
"50043",82955,NA
"50044",41423,7
"50045",41423,NA
"50046",22644,9
"50047",22644,9
"50048",22644,NA
"50049",18041,5
"50050",52358,6
"50051",52358,6
"50052",52358,7
"50053",52358,NA
"50054",52358,9
"50055",43467,6
"50056",69874,NA
"50057",96753,6
"50058",12812,4
"50059",75187,8
"50060",40965,NA
"50061",40965,NA
"50062",67069,9
"50063",67069,NA
"50064",3706,NA
"50065",97260,10
"50066",97260,7
"50067",79099,8
"50068",9944,5
"50069",9944,NA
"50070",8684,NA
"50071",10671,1
"50072",10671,3
"50073",10671,-2
"50074",10671,2
"50075",19954,6
"50076",31848,NA
"50077",98600,9
"50078",15207,1
"50079",37366,NA
"50080",41987,3
"50081",32578,NA
"50082",75760,NA
"50083",55606,10
"50084",81681,NA
"50085",34585,11
"50086",48733,NA
"50087",38342,NA
"50088",38342,NA
"50089",98620,5
"50090",55126,7
"50091",55126,6
"50092",55126,NA
"50093",65204,NA
"50094",6589,9
"50095",31583,NA
"50096",31583,NA
"50097",71761,8
"50098",71761,9
"50099",71761,11
"50100",71761,NA
"50101",16369,2
"50102",73372,8
"50103",102089,4
"50104",102089,NA
"50105",88882,NA
"50106",85,NA
"50107",63982,4
"50108",63982,8
"50109",63982,9
"50110",57196,3
"50111",45200,4
"50112",67588,NA
"50113",67588,NA
"50114",67588,NA
"50115",67588,NA
"50116",24639,5
"50117",24639,3
"50118",11555,7
"50119",11555,9
"50120",11555,10
"50121",11555,11
"50122",33921,5
"50123",84206,5
"50124",4714,NA
"50125",39149,NA
"50126",39149,NA
"50127",68622,NA
"50128",9330,6
"50129",8083,NA
"50130",25845,8
"50131",25845,NA
"50132",92880,NA
"50133",92880,NA
"50134",46834,NA
"50135",46834,NA
"50136",92531,8
"50137",92531,NA
"50138",92531,8
"50139",43105,6
"50140",90607,8
"50141",23589,NA
"50142",7525,NA
"50143",31289,3
"50144",50716,6
"50145",36418,11
"50146",36418,NA
"50147",85499,10
"50148",85499,7
"50149",92232,4
"50150",92232,NA
"50151",87465,3
"50152",87465,7
"50153",87465,6
"50154",84867,NA
"50155",84867,NA
"50156",45726,3
"50157",46024,NA
"50158",46024,NA
"50159",24311,5
"50160",24311,7
"50161",2557,NA
"50162",78809,6
"50163",49921,2
"50164",100752,1
"50165",13508,4
"50166",925,-4
"50167",39138,4
"50168",93457,10
"50169",93457,8
"50170",2762,2
"50171",26443,NA
"50172",45617,NA
"50173",61731,8
"50174",20056,NA
"50175",20056,NA
"50176",55709,NA
"50177",55709,NA
"50178",30513,3
"50179",30513,3
"50180",19234,3
"50181",99916,9
"50182",10040,10
"50183",66143,8
"50184",66143,8
"50185",66143,5
"50186",86,NA
"50187",97085,11
"50188",75436,7
"50189",75436,7
"50190",75436,NA
"50191",71091,5
"50192",71091,NA
"50193",43842,NA
"50194",79253,-2
"50195",4633,NA
"50196",43981,6
"50197",43981,5
"50198",43981,NA
"50199",100682,NA
"50200",95747,NA
"50201",77783,NA
"50202",38955,7
"50203",38955,7
"50204",38955,6
"50205",38955,3
"50206",38955,4
"50207",71547,7
"50208",71547,4
"50209",71547,3
"50210",71547,5
"50211",71547,6
"50212",13620,NA
"50213",13620,NA
"50214",13620,NA
"50215",68533,5
"50216",66608,-1
"50217",47582,3
"50218",47582,3
"50219",79052,NA
"50220",63180,NA
"50221",64963,2
"50222",64963,6
"50223",296,NA
"50224",61762,1
"50225",61762,1
"50226",61762,8
"50227",87771,NA
"50228",13255,5
"50229",13255,NA
"50230",10497,6
"50231",31449,5
"50232",95633,6
"50233",52126,NA
"50234",52126,NA
"50235",101659,4
"50236",33969,6
"50237",33969,8
"50238",33969,NA
"50239",33969,NA
"50240",88379,NA
"50241",28102,5
"50242",28102,5
"50243",57923,NA
"50244",24553,5
"50245",24553,NA
"50246",36449,NA
"50247",96730,7
"50248",96730,NA
"50249",38654,4
"50250",38654,NA
"50251",75671,3
"50252",52036,5
"50253",79448,3
"50254",79448,7
"50255",79448,5
"50256",12661,NA
"50257",12661,NA
"50258",2305,4
"50259",89388,7
"50260",15009,10
"50261",101798,NA
"50262",50151,7
"50263",50151,6
"50264",50151,6
"50265",18636,NA
"50266",42124,NA
"50267",20252,5
"50268",63673,6
"50269",63673,-2
"50270",63673,10
"50271",39201,NA
"50272",42206,NA
"50273",48623,NA
"50274",75728,8
"50275",14317,NA
"50276",88018,3
"50277",71192,8
"50278",96711,NA
"50279",29360,6
"50280",12948,NA
"50281",12948,NA
"50282",26666,7
"50283",8661,NA
"50284",40843,NA
"50285",86848,1
"50286",86386,1
"50287",86386,3
"50288",86386,4
"50289",66191,NA
"50290",13075,5
"50291",13075,7
"50292",13075,6
"50293",25033,NA
"50294",25033,NA
"50295",25033,NA
"50296",34273,0
"50297",66210,10
"50298",66210,7
"50299",66210,5
"50300",15137,11
"50301",30364,5
"50302",30364,NA
"50303",82411,7
"50304",97721,NA
"50305",6894,8
"50306",6894,9
"50307",6894,10
"50308",6894,6
"50309",36688,8
"50310",36688,3
"50311",36688,5
"50312",36688,2
"50313",36688,6
"50314",36688,NA
"50315",74193,NA
"50316",75625,NA
"50317",75625,NA
"50318",75625,NA
"50319",84426,8
"50320",84426,11
"50321",69235,NA
"50322",43099,NA
"50323",36769,NA
"50324",33884,NA
"50325",55073,NA
"50326",55073,NA
"50327",93277,NA
"50328",93277,NA
"50329",83991,3
"50330",83991,NA
"50331",6814,5
"50332",28917,10
"50333",74887,NA
"50334",29184,NA
"50335",31230,2
"50336",22987,NA
"50337",29017,11
"50338",29017,7
"50339",89332,4
"50340",24552,-3
"50341",25168,5
"50342",25168,NA
"50343",19506,NA
"50344",63713,13
"50345",73653,1
"50346",73653,1
"50347",73653,5
"50348",73653,NA
"50349",78645,8
"50350",78645,8
"50351",89538,8
"50352",63925,1
"50353",52187,6
"50354",52187,5
"50355",52187,8
"50356",52187,NA
"50357",100439,NA
"50358",36857,10
"50359",14416,7
"50360",14416,12
"50361",69395,NA
"50362",63199,8
"50363",22252,NA
"50364",1801,9
"50365",1801,3
"50366",60991,NA
"50367",24224,NA
"50368",69800,NA
"50369",18844,NA
"50370",29757,-3
"50371",29757,3
"50372",73842,5
"50373",51639,3
"50374",51639,4
"50375",51639,8
"50376",14675,8
"50377",14675,8
"50378",46819,NA
"50379",18920,NA
"50380",96723,5
"50381",96723,0
"50382",66148,4
"50383",66148,3
"50384",53442,NA
"50385",61988,4
"50386",61988,7
"50387",70732,NA
"50388",95910,9
"50389",95910,7
"50390",95910,10
"50391",95910,10
"50392",95720,NA
"50393",5692,NA
"50394",12265,NA
"50395",61837,11
"50396",61837,9
"50397",61837,10
"50398",94615,NA
"50399",41212,1
"50400",41212,3
"50401",62052,9
"50402",62052,8
"50403",82347,9
"50404",3416,3
"50405",3416,2
"50406",3416,NA
"50407",18176,NA
"50408",39643,NA
"50409",61508,10
"50410",30354,1
"50411",50759,4
"50412",102224,NA
"50413",52785,6
"50414",52785,9
"50415",20947,NA
"50416",81882,1
"50417",37390,4
"50418",20679,8
"50419",84037,4
"50420",28044,NA
"50421",29315,5
"50422",29315,5
"50423",29257,NA
"50424",35336,NA
"50425",2837,NA
"50426",51105,6
"50427",51105,NA
"50428",38241,NA
"50429",38241,NA
"50430",68152,2
"50431",61333,4
"50432",76807,10
"50433",31865,NA
"50434",56223,6
"50435",952,NA
"50436",952,NA
"50437",818,-2
"50438",818,NA
"50439",98995,NA
"50440",98995,NA
"50441",86763,4
"50442",88974,4
"50443",9225,NA
"50444",36326,NA
"50445",19500,NA
"50446",16582,NA
"50447",97057,8
"50448",97057,5
"50449",32075,NA
"50450",32075,NA
"50451",32075,NA
"50452",8557,10
"50453",49025,2
"50454",49025,7
"50455",49025,NA
"50456",95397,4
"50457",44344,7
"50458",87701,NA
"50459",51083,NA
"50460",74481,11
"50461",74481,11
"50462",74481,9
"50463",27840,4
"50464",27840,1
"50465",27840,NA
"50466",40128,NA
"50467",30081,7
"50468",30081,7
"50469",30081,6
"50470",66881,3
"50471",68272,4
"50472",88300,6
"50473",86164,11
"50474",61459,NA
"50475",83038,4
"50476",83038,10
"50477",2631,4
"50478",97298,11
"50479",31048,NA
"50480",31048,NA
"50481",67581,10
"50482",67581,6
"50483",67581,NA
"50484",26200,7
"50485",92964,NA
"50486",36433,7
"50487",36433,9
"50488",46157,3
"50489",46157,6
"50490",51136,NA
"50491",94066,10
"50492",48772,3
"50493",64037,NA
"50494",64037,NA
"50495",91989,10
"50496",91989,5
"50497",91989,6
"50498",91989,9
"50499",43642,NA
"50500",72077,3
"50501",51464,NA
"50502",51464,NA
"50503",44532,5
"50504",102093,7
"50505",89872,5
"50506",89872,NA
"50507",82415,NA
"50508",82415,NA
"50509",97677,1
"50510",97677,1
"50511",47324,4
"50512",3865,NA
"50513",67579,7
"50514",67579,5
"50515",52377,6
"50516",52377,9
"50517",52377,NA
"50518",78648,NA
"50519",78648,NA
"50520",38284,0
"50521",72491,-4
"50522",95044,6
"50523",80645,NA
"50524",79454,5
"50525",79454,NA
"50526",79041,6
"50527",95891,NA
"50528",59717,NA
"50529",91055,7
"50530",91055,NA
"50531",93048,9
"50532",100279,NA
"50533",74220,8
"50534",74220,9
"50535",74220,11
"50536",74220,NA
"50537",38614,NA
"50538",38614,NA
"50539",60946,12
"50540",4167,4
"50541",4167,3
"50542",4167,2
"50543",34491,NA
"50544",34491,NA
"50545",101077,NA
"50546",37086,2
"50547",37086,3
"50548",15278,NA
"50549",28321,7
"50550",28321,3
"50551",89980,6
"50552",41208,0
"50553",28235,NA
"50554",38510,2
"50555",85350,1
"50556",85350,5
"50557",85350,5
"50558",97290,0
"50559",21404,4
"50560",3905,NA
"50561",21541,9
"50562",21541,9
"50563",21541,NA
"50564",4152,8
"50565",4152,NA
"50566",66468,NA
"50567",77893,6
"50568",93977,4
"50569",40858,4
"50570",40858,NA
"50571",82486,NA
"50572",99058,6
"50573",30027,6
"50574",30027,NA
"50575",23516,2
"50576",23516,3
"50577",23516,NA
"50578",51540,NA
"50579",41314,2
"50580",255,NA
"50581",5473,NA
"50582",5834,12
"50583",26668,4
"50584",75266,2
"50585",81635,3
"50586",81635,2
"50587",81635,3
"50588",81635,8
"50589",81635,NA
"50590",16704,NA
"50591",16704,NA
"50592",16704,NA
"50593",16704,NA
"50594",46758,NA
"50595",46758,NA
"50596",83163,6
"50597",83163,8
"50598",69974,5
"50599",89139,NA
"50600",89139,NA
"50601",89139,NA
"50602",89139,NA
"50603",76596,NA
"50604",76596,NA
"50605",36210,6
"50606",58372,NA
"50607",79837,5
"50608",75060,NA
"50609",54108,6
"50610",44110,9
"50611",36226,9
"50612",58648,NA
"50613",100889,NA
"50614",99658,2
"50615",36147,NA
"50616",36147,NA
"50617",36147,NA
"50618",36147,NA
"50619",97482,1
"50620",75860,NA
"50621",31057,NA
"50622",73564,8
"50623",89232,4
"50624",14777,NA
"50625",28070,3
"50626",25446,5
"50627",25446,3
"50628",20092,NA
"50629",85729,NA
"50630",78187,5
"50631",38984,2
"50632",38984,3
"50633",38984,NA
"50634",20094,-1
"50635",20094,1
"50636",20094,-1
"50637",75013,9
"50638",58024,7
"50639",58024,4
"50640",85555,9
"50641",85555,8
"50642",85555,10
"50643",36345,NA
"50644",21448,NA
"50645",76744,NA
"50646",73346,2
"50647",73346,NA
"50648",34075,NA
"50649",72324,NA
"50650",85736,NA
"50651",58296,7
"50652",58296,6
"50653",58296,7
"50654",6471,NA
"50655",4438,2
"50656",93302,5
"50657",16613,6
"50658",16613,4
"50659",99388,2
"50660",86762,8
"50661",28054,6
"50662",40850,NA
"50663",40850,NA
"50664",90740,0
"50665",74492,4
"50666",9116,NA
"50667",56481,1
"50668",56481,1
"50669",23657,NA
"50670",23657,NA
"50671",23657,NA
"50672",23657,NA
"50673",23657,NA
"50674",65285,10
"50675",70200,5
"50676",70200,7
"50677",48292,5
"50678",58416,6
"50679",33108,NA
"50680",33108,NA
"50681",33108,NA
"50682",33108,NA
"50683",24643,7
"50684",24643,6
"50685",24643,9
"50686",21670,NA
"50687",77437,4
"50688",77437,2
"50689",77437,2
"50690",23091,4
"50691",96960,NA
"50692",59426,5
"50693",23447,13
"50694",23447,10
"50695",23447,9
"50696",23447,NA
"50697",22289,NA
"50698",51913,NA
"50699",101972,NA
"50700",31669,NA
"50701",84493,NA
"50702",28556,5
"50703",28556,4
"50704",28556,6
"50705",28556,1
"50706",28556,NA
"50707",63293,NA
"50708",102159,NA
"50709",102507,NA
"50710",96404,NA
"50711",66859,6
"50712",66859,10
"50713",66859,4
"50714",66859,5
"50715",66859,NA
"50716",53667,NA
"50717",33958,9
"50718",33958,NA
"50719",26782,NA
"50720",86856,7
"50721",79344,9
"50722",8938,7
"50723",44022,NA
"50724",44022,NA
"50725",9199,NA
"50726",37539,NA
"50727",58309,8
"50728",37770,NA
"50729",37770,NA
"50730",37770,NA
"50731",37770,NA
"50732",9153,8
"50733",9153,9
"50734",35922,3
"50735",78526,8
"50736",77529,6
"50737",1796,NA
"50738",44366,NA
"50739",44366,NA
"50740",1647,NA
"50741",58355,NA
"50742",33687,NA
"50743",94415,NA
"50744",94415,NA
"50745",21673,5
"50746",52936,7
"50747",74674,NA
"50748",57777,5
"50749",90206,NA
"50750",33633,NA
"50751",16949,6
"50752",66402,3
"50753",66402,3
"50754",66093,2
"50755",82298,NA
"50756",82298,NA
"50757",82298,NA
"50758",53945,NA
"50759",64488,6
"50760",64488,7
"50761",64488,7
"50762",64488,NA
"50763",15024,5
"50764",15024,7
"50765",77367,4
"50766",35025,NA
"50767",21048,5
"50768",21048,8
"50769",21048,NA
"50770",78084,NA
"50771",92405,5
"50772",92405,7
"50773",13673,7
"50774",67485,7
"50775",20492,NA
"50776",20492,NA
"50777",37277,NA
"50778",2261,NA
"50779",39390,NA
"50780",39390,NA
"50781",39390,NA
"50782",17663,NA
"50783",17663,NA
"50784",39638,NA
"50785",65063,NA
"50786",65063,NA
"50787",65063,NA
"50788",65063,NA
"50789",55761,NA
"50790",22616,NA
"50791",7977,4
"50792",60792,3
"50793",60792,3
"50794",56152,3
"50795",56152,4
"50796",56152,3
"50797",924,11
"50798",924,9
"50799",33573,10
"50800",33573,11
"50801",33573,9
"50802",2136,NA
"50803",74569,3
"50804",25121,4
"50805",25121,3
"50806",25121,2
"50807",34921,NA
"50808",1939,NA
"50809",24599,NA
"50810",33502,NA
"50811",33502,NA
"50812",33502,NA
"50813",33502,NA
"50814",33502,NA
"50815",21602,NA
"50816",48167,6
"50817",48167,7
"50818",60375,0
"50819",97626,9
"50820",74098,2
"50821",74098,NA
"50822",78571,9
"50823",10994,NA
